what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730954886429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730954896632
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1730954912903
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1730954912926
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1730954912943
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1730954912971
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1730954912983
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1730954913046
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1730954913047
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1730954913330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730954921467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730954921717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730954938675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730954938819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955051731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955052124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955060343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955178664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1730955181192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955191170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955199295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955219190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955219270
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1730955223434
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1730955223717
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1730955231853
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1730955232117
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1730955236474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955246687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955255351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955258619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955266106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1730955388471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955460813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955460957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955466508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955466643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955473096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955476859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955492776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955494907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955496801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955502497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955504907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955510626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955539382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1730955539420
